,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedCurrently,hospitalized,hospitalizedDischarged
1134,,Jilin,China,89.0,1.0,30.0,,20210119,289939,,1066.0,,
1135,,,Singapore,75.0,0.0,18.0,,20210119,289939,,1066.0,,
1136,,Xinjiang,China,71.0,1.0,12.0,,20210119,289939,,1066.0,,
1137,,Inner Mongolia,China,70.0,0.0,8.0,,20210119,289939,,1066.0,,
1138,,,Japan,59.0,1.0,12.0,,20210119,289939,,1066.0,,
1139,,Hong Kong,Hong Kong,57.0,1.0,2.0,,20210119,289939,,1066.0,,
1140,,,Thailand,34.0,0.0,14.0,,20210119,289939,,1066.0,,
1141,,,South Korea,29.0,0.0,9.0,,20210119,289939,,1066.0,,
1142,,Taiwan,Taiwan,20.0,1.0,2.0,,20210119,289939,,1066.0,,
1143,,Macau,Macau,10.0,0.0,5.0,,20210119,289939,,1066.0,,
1144,,,United Kingdom,9.0,0.0,8.0,,20210119,289939,,1066.0,,
1145,,,United Arab Emirates,9.0,0.0,4.0,,20210119,289939,,1066.0,,
1146,,,India,3.0,0.0,3.0,,20210119,289939,,1066.0,,
1147,,Hubei,China,59989.0,1789.0,7862.0,,20210119,289939,,1066.0,,
1148,,Guangdong,China,1322.0,4.0,524.0,,20210119,289939,,1066.0,,
1149,,He,China,1246.0,16.0,509.0,,20210119,289939,,1066.0,,
1150,,Zhejiang,China,1171.0,0.0,507.0,,20210119,289939,,1066.0,,
1151,,Hu,China,1006.0,3.0,498.0,,20210119,289939,,1066.0,,
1152,,Anhui,China,973.0,6.0,280.0,,20210119,289939,,1066.0,,
1153,,Jiangxi,China,930.0,1.0,275.0,,20210119,289939,,1066.0,,
1154,,Jiangsu,China,626.0,0.0,258.0,,20210119,289939,,1066.0,,
1155,,Chongqing,China,553.0,5.0,225.0,,20210119,289939,,1066.0,,
1156,,Shandong,China,541.0,2.0,191.0,,20210119,289939,,1066.0,,
1157,,Sichuan,China,495.0,3.0,156.0,,20210119,289939,,1066.0,,
1158,,Heilongjiang,China,457.0,11.0,85.0,,20210119,289939,,1066.0,,
1159,,Diamond Princess cruise ship,Others,454.0,0.0,0.0,,20210119,289939,,1066.0,,
1160,,Beijing,China,381.0,4.0,114.0,,20210119,289939,,1066.0,,
1161,,Shanghai,China,333.0,1.0,161.0,,20210119,289939,,1066.0,,
1162,,Hebei,China,301.0,3.0,122.0,,20210119,289939,,1066.0,,
1163,,Fujian,China,290.0,0.0,90.0,,20210119,289939,,1066.0,,
1164,,Shaanxi,China,240.0,0.0,79.0,,20210119,289939,,1066.0,,
1165,,Guangxi,China,238.0,2.0,53.0,,20210119,289939,,1066.0,,
1166,,Yun,China,171.0,0.0,47.0,,20210119,289939,,1066.0,,
1167,,Hai,China,163.0,4.0,59.0,,20210119,289939,,1066.0,,
1168,,Guizhou,China,146.0,1.0,57.0,,20210119,289939,,1066.0,,
1169,,Shanxi,China,130.0,0.0,53.0,,20210119,289939,,1066.0,,
1170,,Tianjin,China,125.0,3.0,46.0,,20210119,289939,,1066.0,,
1171,,Liaoning,China,121.0,1.0,43.0,,20210119,289939,,1066.0,,
1172,,Gansu,China,91.0,2.0,58.0,,20210119,289939,,1066.0,,
1173,,Jilin,China,89.0,1.0,34.0,,20210119,289939,,1066.0,,
1174,,,Singapore,77.0,0.0,24.0,,20210119,289939,,1066.0,,
1175,,Xinjiang,China,75.0,1.0,12.0,,20210119,289939,,1066.0,,
1176,,Inner Mongolia,China,72.0,0.0,8.0,,20210119,289939,,1066.0,,
1177,,Ningxia,China,70.0,0.0,35.0,,20210119,289939,,1066.0,,
1178,,,Japan,66.0,1.0,12.0,,20210119,289939,,1066.0,,
1179,,Hong Kong,Hong Kong,60.0,1.0,2.0,,20210119,289939,,1066.0,,
1180,,,Thailand,35.0,0.0,15.0,,20210119,289939,,1066.0,,
1181,,,South Korea,30.0,0.0,10.0,,20210119,289939,,1066.0,,
1182,,Taiwan,Taiwan,22.0,1.0,2.0,,20210119,289939,,1066.0,,
1183,,British Columbia,Canada,5.0,0.0,0.0,,20210119,289939,,1066.0,,
1184,,South Australia,Australia,2.0,0.0,2.0,,20210119,289939,,1066.0,,
1185,,,Belgium,1.0,0.0,1.0,,20210119,289939,,1066.0,,
1186,,Hubei,China,61682.0,1921.0,9128.0,,20210119,289939,,1066.0,,
1187,,Guangdong,China,1328.0,4.0,565.0,,20210119,289939,,1066.0,,
1188,,He,China,1257.0,19.0,522.0,,20210119,289939,,1066.0,,
1189,,Zhejiang,China,1172.0,0.0,535.0,,20210119,289939,,1066.0,,
1190,,Hu,China,1007.0,4.0,527.0,,20210119,289939,,1066.0,,
1191,,Anhui,China,982.0,6.0,361.0,,20210119,289939,,1066.0,,
1192,,Jiangxi,China,933.0,1.0,310.0,,20210119,289939,,1066.0,,
1193,,Jiangsu,China,629.0,0.0,280.0,,20210119,289939,,1066.0,,
1194,,Chongqing,China,555.0,5.0,254.0,,20210119,289939,,1066.0,,
1195,,Shandong,China,543.0,3.0,211.0,,20210119,289939,,1066.0,,
1196,,Diamond Princess cruise ship,Others,542.0,0.0,0.0,,20210119,289939,,1066.0,,
1197,,Sichuan,China,508.0,3.0,169.0,,20210119,289939,,1066.0,,
1198,,Heilongjiang,China,464.0,11.0,111.0,,20210119,289939,,1066.0,,
1199,,Beijing,China,387.0,4.0,122.0,,20210119,289939,,1066.0,,
1200,,Shanghai,China,333.0,1.0,177.0,,20210119,289939,,1066.0,,
1201,,Hebei,China,306.0,4.0,136.0,,20210119,289939,,1066.0,,
1202,,Fujian,China,292.0,0.0,93.0,,20210119,289939,,1066.0,,
1203,,Guangxi,China,242.0,2.0,69.0,,20210119,289939,,1066.0,,
1204,,Shaanxi,China,240.0,0.0,89.0,,20210119,289939,,1066.0,,
1205,,Yun,China,172.0,0.0,57.0,,20210119,289939,,1066.0,,
1206,,Hai,China,163.0,4.0,79.0,,20210119,289939,,1066.0,,
1207,,Guizhou,China,146.0,2.0,66.0,,20210119,289939,,1066.0,,
1208,,Shanxi,China,131.0,0.0,61.0,,20210119,289939,,1066.0,,
1209,,Tianjin,China,128.0,3.0,48.0,,20210119,289939,,1066.0,,
1210,,Liaoning,China,121.0,1.0,53.0,,20210119,289939,,1066.0,,
1211,,Gansu,China,91.0,2.0,62.0,,20210119,289939,,1066.0,,
1212,,Jilin,China,89.0,1.0,36.0,,20210119,289939,,1066.0,,
1213,,,Singapore,81.0,0.0,29.0,,20210119,289939,,1066.0,,
1214,,Xinjiang,China,76.0,1.0,12.0,,20210119,289939,,1066.0,,
1215,,,Japan,74.0,1.0,13.0,,20210119,289939,,1066.0,,
1216,,Inner Mongolia,China,73.0,0.0,8.0,,20210119,289939,,1066.0,,
1217,,Ningxia,China,70.0,0.0,42.0,,20210119,289939,,1066.0,,
1218,,Hong Kong,Hong Kong,62.0,1.0,2.0,,20210119,289939,,1066.0,,
1219,,,South Korea,31.0,0.0,12.0,,20210119,289939,,1066.0,,
1220,,,Malaysia,22.0,0.0,13.0,,20210119,289939,,1066.0,,
1221,,Qinghai,China,18.0,0.0,15.0,,20210119,289939,,1066.0,,
1222,,,Germany,16.0,0.0,12.0,,20210119,289939,,1066.0,,
1223,,Hubei,China,62031.0,2029.0,10337.0,,20210119,289939,,1066.0,,
1224,,Guangdong,China,1331.0,5.0,606.0,,20210119,289939,,1066.0,,
1225,,He,China,1262.0,19.0,573.0,,20210119,289939,,1066.0,,
1226,,Zhejiang,China,1174.0,0.0,604.0,,20210119,289939,,1066.0,,
1227,,Hu,China,1008.0,4.0,561.0,,20210119,289939,,1066.0,,
1228,,Anhui,China,986.0,6.0,413.0,,20210119,289939,,1066.0,,
1229,,Jiangxi,China,934.0,1.0,362.0,,20210119,289939,,1066.0,,
1230,,Jiangsu,China,631.0,0.0,318.0,,20210119,289939,,1066.0,,
1231,,Diamond Princess cruise ship,Others,621.0,0.0,1.0,,20210119,289939,,1066.0,,
1232,,Chongqing,China,560.0,5.0,274.0,,20210119,289939,,1066.0,,
1233,,Shandong,China,544.0,3.0,231.0,,20210119,289939,,1066.0,,
1234,,Sichuan,China,514.0,3.0,188.0,,20210119,289939,,1066.0,,
1235,,Heilongjiang,China,470.0,12.0,120.0,,20210119,289939,,1066.0,,
1236,,Beijing,China,393.0,4.0,145.0,,20210119,289939,,1066.0,,
1237,,Shanghai,China,333.0,2.0,186.0,,20210119,289939,,1066.0,,
1238,,Hebei,China,306.0,4.0,152.0,,20210119,289939,,1066.0,,
1239,,Fujian,China,293.0,0.0,112.0,,20210119,289939,,1066.0,,
1240,,Guangxi,China,244.0,2.0,86.0,,20210119,289939,,1066.0,,
1241,,Shaanxi,China,242.0,0.0,102.0,,20210119,289939,,1066.0,,
1242,,Yun,China,172.0,1.0,60.0,,20210119,289939,,1066.0,,
1243,,Hai,China,168.0,4.0,84.0,,20210119,289939,,1066.0,,
1244,,Guizhou,China,146.0,2.0,70.0,,20210119,289939,,1066.0,,
1245,,Shanxi,China,131.0,0.0,68.0,,20210119,289939,,1066.0,,
1246,,Tianjin,China,130.0,3.0,54.0,,20210119,289939,,1066.0,,
1247,,Liaoning,China,121.0,1.0,55.0,,20210119,289939,,1066.0,,
1248,,Gansu,China,91.0,2.0,65.0,,20210119,289939,,1066.0,,
1249,,Jilin,China,90.0,1.0,37.0,,20210119,289939,,1066.0,,
1250,,,Japan,84.0,1.0,18.0,,20210119,289939,,1066.0,,
1251,,,Singapore,84.0,0.0,34.0,,20210119,289939,,1066.0,,
1252,,Xinjiang,China,76.0,1.0,20.0,,20210119,289939,,1066.0,,
1253,,Inner Mongolia,China,75.0,0.0,10.0,,20210119,289939,,1066.0,,
1254,,Ningxia,China,71.0,0.0,42.0,,20210119,289939,,1066.0,,
1255,,Hong Kong,Hong Kong,63.0,2.0,5.0,,20210119,289939,,1066.0,,
1256,,Taiwan,Taiwan,23.0,1.0,2.0,,20210119,289939,,1066.0,,
1257,,,Malaysia,22.0,0.0,15.0,,20210119,289939,,1066.0,,
1258,,Qinghai,China,18.0,0.0,16.0,,20210119,289939,,1066.0,,
1259,,,Iran,2.0,2.0,0.0,,20210119,289939,,1066.0,,
1260,,Hubei,China,62442.0,2144.0,11788.0,,20210119,289939,,1066.0,,
1261,,Guangdong,China,1332.0,5.0,642.0,,20210119,289939,,1066.0,,
1262,,He,China,1265.0,19.0,637.0,,20210119,289939,,1066.0,,
1263,,Zhejiang,China,1175.0,1.0,633.0,,20210119,289939,,1066.0,,
1264,,Hu,China,1010.0,4.0,634.0,,20210119,289939,,1066.0,,
1265,,Anhui,China,987.0,6.0,474.0,,20210119,289939,,1066.0,,
1266,,Jiangxi,China,934.0,1.0,433.0,,20210119,289939,,1066.0,,
1267,,Diamond Princess cruise ship,Others,634.0,2.0,1.0,,20210119,289939,,1066.0,,
1268,,Jiangsu,China,631.0,0.0,356.0,,20210119,289939,,1066.0,,
1269,,Chongqing,China,567.0,6.0,299.0,,20210119,289939,,1066.0,,
1270,,Shandong,China,546.0,4.0,254.0,,20210119,289939,,1066.0,,
1271,,Sichuan,China,520.0,3.0,217.0,,20210119,289939,,1066.0,,
1272,,Heilongjiang,China,476.0,12.0,136.0,,20210119,289939,,1066.0,,
1273,,Beijing,China,395.0,4.0,153.0,,20210119,289939,,1066.0,,
1274,,Shanghai,China,334.0,2.0,199.0,,20210119,289939,,1066.0,,
1275,,Hebei,China,307.0,5.0,169.0,,20210119,289939,,1066.0,,
1276,,Fujian,China,293.0,1.0,126.0,,20210119,289939,,1066.0,,
1277,,Guangxi,China,245.0,2.0,90.0,,20210119,289939,,1066.0,,
1278,,Shaanxi,China,245.0,1.0,118.0,,20210119,289939,,1066.0,,
1279,,Yun,China,174.0,2.0,79.0,,20210119,289939,,1066.0,,
1280,,Hai,China,168.0,4.0,86.0,,20210119,289939,,1066.0,,
1281,,Guizhou,China,146.0,2.0,72.0,,20210119,289939,,1066.0,,
1282,,Shanxi,China,132.0,0.0,76.0,,20210119,289939,,1066.0,,
1283,,Tianjin,China,131.0,3.0,59.0,,20210119,289939,,1066.0,,
1284,,Liaoning,China,121.0,1.0,59.0,,20210119,289939,,1066.0,,
1285,,,South Korea,104.0,1.0,16.0,,20210119,289939,,1066.0,,
1286,,,Japan,94.0,1.0,18.0,,20210119,289939,,1066.0,,
1287,,Gansu,China,91.0,2.0,71.0,,20210119,289939,,1066.0,,
1288,,Jilin,China,91.0,1.0,43.0,,20210119,289939,,1066.0,,
1289,,Xinjiang,China,76.0,1.0,22.0,,20210119,289939,,1066.0,,
1290,,Inner Mongolia,China,75.0,0.0,16.0,,20210119,289939,,1066.0,,
1291,,Ningxia,China,71.0,0.0,44.0,,20210119,289939,,1066.0,,
1292,,Hong Kong,Hong Kong,68.0,2.0,6.0,,20210119,289939,,1066.0,,
1293,,Taiwan,Taiwan,24.0,1.0,2.0,,20210119,289939,,1066.0,,
1294,,Macau,Macau,10.0,0.0,6.0,,20210119,289939,,1066.0,,
1295,,,Iran,5.0,2.0,0.0,,20210119,289939,,1066.0,,
1296,,Hubei,China,62662.0,2144.0,11881.0,,20210119,289939,,1066.0,,
1297,,Guangdong,China,1333.0,5.0,690.0,,20210119,289939,,1066.0,,
1298,,He,China,1267.0,19.0,736.0,,20210119,289939,,1066.0,,
1299,,Zhejiang,China,1203.0,1.0,679.0,,20210119,289939,,1066.0,,
1300,,Hu,China,1011.0,4.0,661.0,,20210119,289939,,1066.0,,
1301,,Anhui,China,988.0,6.0,539.0,,20210119,289939,,1066.0,,
1302,,Jiangxi,China,934.0,1.0,489.0,,20210119,289939,,1066.0,,
1303,,Shandong,China,749.0,4.0,281.0,,20210119,289939,,1066.0,,
1304,,Jiangsu,China,631.0,0.0,373.0,,20210119,289939,,1066.0,,
1305,,Chongqing,China,572.0,6.0,316.0,,20210119,289939,,1066.0,,
1306,,Sichuan,China,525.0,3.0,231.0,,20210119,289939,,1066.0,,
1307,,Heilongjiang,China,479.0,12.0,175.0,,20210119,289939,,1066.0,,
1308,,Beijing,China,396.0,4.0,169.0,,20210119,289939,,1066.0,,
1309,,Shanghai,China,334.0,2.0,211.0,,20210119,289939,,1066.0,,
1310,,Hebei,China,308.0,5.0,184.0,,20210119,289939,,1066.0,,
1311,,Fujian,China,293.0,1.0,149.0,,20210119,289939,,1066.0,,
1312,,Guangxi,China,246.0,2.0,97.0,,20210119,289939,,1066.0,,
1313,,Shaanxi,China,245.0,1.0,134.0,,20210119,289939,,1066.0,,
1314,,,South Korea,204.0,2.0,16.0,,20210119,289939,,1066.0,,
1315,,Yun,China,174.0,2.0,96.0,,20210119,289939,,1066.0,,
1316,,Hai,China,168.0,4.0,95.0,,20210119,289939,,1066.0,,
1317,,Guizhou,China,146.0,2.0,77.0,,20210119,289939,,1066.0,,
1318,,Shanxi,China,132.0,0.0,78.0,,20210119,289939,,1066.0,,
1319,,Tianjin,China,132.0,3.0,62.0,,20210119,289939,,1066.0,,
1320,,Liaoning,China,121.0,1.0,61.0,,20210119,289939,,1066.0,,
1321,,,Japan,105.0,1.0,22.0,,20210119,289939,,1066.0,,
1322,,Gansu,China,91.0,2.0,76.0,,20210119,289939,,1066.0,,
1323,,Jilin,China,91.0,1.0,45.0,,20210119,289939,,1066.0,,
1324,,,Singapore,85.0,0.0,37.0,,20210119,289939,,1066.0,,
1325,,Xinjiang,China,76.0,1.0,24.0,,20210119,289939,,1066.0,,
1326,,Inner Mongolia,China,75.0,0.0,17.0,,20210119,289939,,1066.0,,
1327,,Ningxia,China,71.0,0.0,48.0,,20210119,289939,,1066.0,,
1328,,Hong Kong,Hong Kong,68.0,2.0,5.0,,20210119,289939,,1066.0,,
1329,,,Thailand,35.0,0.0,17.0,,20210119,289939,,1066.0,,
1330,,Taiwan,Taiwan,26.0,1.0,2.0,,20210119,289939,,1066.0,,
1331,,,Italy,20.0,1.0,0.0,,20210119,289939,,1066.0,,
1332,,,Iran,18.0,4.0,0.0,,20210119,289939,,1066.0,,
1333,,Qinghai,China,18.0,0.0,18.0,,20210119,289939,,1066.0,,
1334,,,Germany,16.0,0.0,14.0,,20210119,289939,,1066.0,,
1335,,,Vietnam,16.0,0.0,14.0,,20210119,289939,,1066.0,,
1336,,Nebraska,US,11.0,0.0,0.0,,20210119,289939,,1066.0,,
1337,,British Columbia,Canada,6.0,0.0,0.0,,20210119,289939,,1066.0,,
1338,,Queensland,Australia,5.0,0.0,1.0,,20210119,289939,,1066.0,,
1339,,California,US,5.0,0.0,0.0,,20210119,289939,,1066.0,,
1340,,From Diamond Princess,Australia,4.0,0.0,0.0,,20210119,289939,,1066.0,,
1341,,Ontario,Canada,2.0,0.0,2.0,,20210119,289939,,1066.0,,
1342,,Texas,US,2.0,0.0,0.0,,20210119,289939,,1066.0,,
1343,,,Egypt,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1344,,From Diamond Princess,Israel,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1345,,,Lebanon,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1346,,Hubei,China,64084.0,2346.0,15299.0,,20210119,289939,,1066.0,,
1347,,Guangdong,China,1339.0,5.0,728.0,,20210119,289939,,1066.0,,
1348,,He,China,1270.0,19.0,830.0,,20210119,289939,,1066.0,,
1349,,Zhejiang,China,1205.0,1.0,719.0,,20210119,289939,,1066.0,,
1350,,Hu,China,1013.0,4.0,692.0,,20210119,289939,,1066.0,,
1351,,Anhui,China,989.0,6.0,597.0,,20210119,289939,,1066.0,,
1352,,Jiangxi,China,934.0,1.0,555.0,,20210119,289939,,1066.0,,
1353,,Shandong,China,750.0,4.0,302.0,,20210119,289939,,1066.0,,
1354,,Jiangsu,China,631.0,0.0,401.0,,20210119,289939,,1066.0,,
1355,,Chongqing,China,573.0,6.0,328.0,,20210119,289939,,1066.0,,
1356,,Sichuan,China,526.0,3.0,250.0,,20210119,289939,,1066.0,,
1357,,Heilongjiang,China,479.0,12.0,204.0,,20210119,289939,,1066.0,,
1358,,,South Korea,433.0,2.0,16.0,,20210119,289939,,1066.0,,
1359,,Beijing,China,399.0,4.0,178.0,,20210119,289939,,1066.0,,
1360,,Shanghai,China,335.0,3.0,227.0,,20210119,289939,,1066.0,,
1361,,Hebei,China,309.0,6.0,203.0,,20210119,289939,,1066.0,,
1362,,Fujian,China,293.0,1.0,162.0,,20210119,289939,,1066.0,,
1363,,Guangxi,China,249.0,2.0,104.0,,20210119,289939,,1066.0,,
1364,,Shaanxi,China,245.0,1.0,149.0,,20210119,289939,,1066.0,,
1365,,Yun,China,174.0,2.0,107.0,,20210119,289939,,1066.0,,
1366,,Hai,China,168.0,4.0,104.0,,20210119,289939,,1066.0,,
1367,,Guizhou,China,146.0,2.0,90.0,,20210119,289939,,1066.0,,
1368,,Tianjin,China,135.0,3.0,65.0,,20210119,289939,,1066.0,,
1369,,Shanxi,China,132.0,0.0,81.0,,20210119,289939,,1066.0,,
1370,,,Japan,122.0,1.0,22.0,,20210119,289939,,1066.0,,
1371,,Liaoning,China,121.0,1.0,66.0,,20210119,289939,,1066.0,,
1372,,Jilin,China,91.0,1.0,52.0,,20210119,289939,,1066.0,,
1373,,Xinjiang,China,76.0,2.0,25.0,,20210119,289939,,1066.0,,
1374,,Inner Mongolia,China,75.0,0.0,26.0,,20210119,289939,,1066.0,,
1375,,Hong Kong,Hong Kong,69.0,2.0,6.0,,20210119,289939,,1066.0,,
1376,,,Italy,62.0,2.0,1.0,,20210119,289939,,1066.0,,
1377,,,Iran,28.0,5.0,0.0,,20210119,289939,,1066.0,,
1378,,,United Arab Emirates,13.0,0.0,4.0,,20210119,289939,,1066.0,,
1379,,Nebraska,US,11.0,0.0,0.0,,20210119,289939,,1066.0,,
1380,,From Diamond Princess,Australia,7.0,0.0,0.0,,20210119,289939,,1066.0,,
1381,,California,US,5.0,0.0,0.0,,20210119,289939,,1066.0,,
1382,,Texas,US,2.0,0.0,0.0,,20210119,289939,,1066.0,,
1383,,From Diamond Princess,Israel,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1384,,,Lebanon,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1385,,Hubei,China,64084.0,2346.0,15343.0,,20210119,289939,,1066.0,,
1386,,Guangdong,China,1342.0,6.0,755.0,,20210119,289939,,1066.0,,
1387,,He,China,1271.0,19.0,868.0,,20210119,289939,,1066.0,,
1388,,Zhejiang,China,1205.0,1.0,760.0,,20210119,289939,,1066.0,,
1389,,Hu,China,1016.0,4.0,714.0,,20210119,289939,,1066.0,,
1390,,Anhui,China,989.0,6.0,637.0,,20210119,289939,,1066.0,,
1391,,Jiangxi,China,934.0,1.0,613.0,,20210119,289939,,1066.0,,
1392,,Shandong,China,754.0,4.0,321.0,,20210119,289939,,1066.0,,
1393,,Diamond Princess cruise ship,Others,691.0,3.0,0.0,,20210119,289939,,1066.0,,
1394,,Jiangsu,China,631.0,0.0,418.0,,20210119,289939,,1066.0,,
1395,,,South Korea,602.0,6.0,18.0,,20210119,289939,,1066.0,,
1396,,Chongqing,China,575.0,6.0,335.0,,20210119,289939,,1066.0,,
1397,,Sichuan,China,526.0,3.0,261.0,,20210119,289939,,1066.0,,
1398,,Heilongjiang,China,480.0,12.0,222.0,,20210119,289939,,1066.0,,
1399,,Beijing,China,399.0,4.0,189.0,,20210119,289939,,1066.0,,
1400,,Shanghai,China,335.0,3.0,249.0,,20210119,289939,,1066.0,,
1401,,Hebei,China,311.0,6.0,219.0,,20210119,289939,,1066.0,,
1402,,Fujian,China,293.0,1.0,170.0,,20210119,289939,,1066.0,,
1403,,Guangxi,China,249.0,2.0,106.0,,20210119,289939,,1066.0,,
1404,,Shaanxi,China,245.0,1.0,163.0,,20210119,289939,,1066.0,,
1405,,Yun,China,174.0,2.0,115.0,,20210119,289939,,1066.0,,
1406,,Hai,China,168.0,5.0,106.0,,20210119,289939,,1066.0,,
1407,,,Italy,155.0,3.0,2.0,,20210119,289939,,1066.0,,
1408,,,Japan,147.0,1.0,22.0,,20210119,289939,,1066.0,,
1409,,Guizhou,China,146.0,2.0,102.0,,20210119,289939,,1066.0,,
1410,,Tianjin,China,135.0,3.0,81.0,,20210119,289939,,1066.0,,
1411,,Shanxi,China,132.0,0.0,88.0,,20210119,289939,,1066.0,,
1412,,Liaoning,China,121.0,1.0,73.0,,20210119,289939,,1066.0,,
1413,,Gansu,China,91.0,2.0,78.0,,20210119,289939,,1066.0,,
1414,,Jilin,China,91.0,1.0,54.0,,20210119,289939,,1066.0,,
1415,,,Singapore,89.0,0.0,51.0,,20210119,289939,,1066.0,,
1416,,Xinjiang,China,76.0,2.0,28.0,,20210119,289939,,1066.0,,
1417,,Inner Mongolia,China,75.0,0.0,27.0,,20210119,289939,,1066.0,,
1418,,Hong Kong,Hong Kong,74.0,2.0,11.0,,20210119,289939,,1066.0,,
1419,,Ningxia,China,71.0,0.0,56.0,,20210119,289939,,1066.0,,
1420,,,Iran,43.0,8.0,0.0,,20210119,289939,,1066.0,,
1421,,,Thailand,35.0,0.0,21.0,,20210119,289939,,1066.0,,
1422,,Taiwan,Taiwan,28.0,1.0,2.0,,20210119,289939,,1066.0,,
1423,,,Iraq,0.0,0.0,0.0,,20210119,289939,,1066.0,,
1424,,Hubei,China,64287.0,2495.0,16748.0,,20210119,289939,,1066.0,,
1425,,Guangdong,China,1345.0,6.0,786.0,,20210119,289939,,1066.0,,
1426,,He,China,1271.0,19.0,943.0,,20210119,289939,,1066.0,,
1427,,Zhejiang,China,1205.0,1.0,782.0,,20210119,289939,,1066.0,,
1428,,Hu,China,1016.0,4.0,731.0,,20210119,289939,,1066.0,,
1429,,Anhui,China,989.0,6.0,663.0,,20210119,289939,,1066.0,,
1430,,Jiangxi,China,934.0,1.0,645.0,,20210119,289939,,1066.0,,
1431,,,South Korea,833.0,8.0,18.0,,20210119,289939,,1066.0,,
1432,,Shandong,China,755.0,5.0,343.0,,20210119,289939,,1066.0,,
1433,,Jiangsu,China,631.0,0.0,452.0,,20210119,289939,,1066.0,,
1434,,Chongqing,China,576.0,6.0,349.0,,20210119,289939,,1066.0,,
1435,,Sichuan,China,527.0,3.0,276.0,,20210119,289939,,1066.0,,
1436,,Heilongjiang,China,480.0,12.0,227.0,,20210119,289939,,1066.0,,
1437,,Beijing,China,399.0,4.0,198.0,,20210119,289939,,1066.0,,
1438,,Shanghai,China,335.0,3.0,261.0,,20210119,289939,,1066.0,,
1439,,Hebei,China,311.0,6.0,234.0,,20210119,289939,,1066.0,,
1440,,Fujian,China,293.0,1.0,183.0,,20210119,289939,,1066.0,,
1441,,Guangxi,China,251.0,2.0,112.0,,20210119,289939,,1066.0,,
1442,,Shaanxi,China,245.0,1.0,173.0,,20210119,289939,,1066.0,,
1443,,,Italy,229.0,7.0,1.0,,20210119,289939,,1066.0,,
1444,,Yun,China,174.0,2.0,124.0,,20210119,289939,,1066.0,,
1445,,Hai,China,168.0,5.0,116.0,,20210119,289939,,1066.0,,
1446,,,Japan,159.0,1.0,22.0,,20210119,289939,,1066.0,,
1447,,Tianjin,China,135.0,3.0,87.0,,20210119,289939,,1066.0,,
1448,,Shanxi,China,133.0,0.0,94.0,,20210119,289939,,1066.0,,
1449,,Liaoning,China,121.0,1.0,80.0,,20210119,289939,,1066.0,,
1450,,Jilin,China,93.0,1.0,60.0,,20210119,289939,,1066.0,,
1451,,Gansu,China,91.0,2.0,80.0,,20210119,289939,,1066.0,,
1452,,Hong Kong,Hong Kong,79.0,2.0,19.0,,20210119,289939,,1066.0,,
1453,,Xinjiang,China,76.0,2.0,30.0,,20210119,289939,,1066.0,,
1454,,Inner Mongolia,China,75.0,0.0,34.0,,20210119,289939,,1066.0,,
1455,,Ningxia,China,71.0,0.0,58.0,,20210119,289939,,1066.0,,
1456,,,Iran,61.0,12.0,0.0,,20210119,289939,,1066.0,,
1457,,Unassigned Location (From Diamond Princess),US,36.0,0.0,0.0,,20210119,289939,,1066.0,,
1458,,Taiwan,Taiwan,30.0,1.0,5.0,,20210119,289939,,1066.0,,
1459,,,Malaysia,22.0,0.0,18.0,,20210119,289939,,1066.0,,
1460,,,United Kingdom,13.0,0.0,8.0,,20210119,289939,,1066.0,,
1461,,Ontario,Canada,3.0,0.0,2.0,,20210119,289939,,1066.0,,
1462,,,Oman,2.0,0.0,0.0,,20210119,289939,,1066.0,,
1463,,,Afghanistan,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1464,,,Bahrain,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1465,,,Iraq,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1466,,,Kuwait,1.0,0.0,0.0,,20210119,289939,,1066.0,,
1467,,Texas,US,0.0,0.0,0.0,,20210119,289939,,1066.0,,
1468,,Nebraska,US,0.0,0.0,0.0,,20210119,289939,,1066.0,,
1469,,California,US,0.0,0.0,0.0,,20210119,289939,,1066.0,,
1470,,Hubei,China,64786.0,2563.0,18971.0,,20210119,289939,,1066.0,,
1471,,Guangdong,China,1347.0,7.0,822.0,,20210119,289939,,1066.0,,
1472,,He,China,1271.0,19.0,1002.0,,20210119,289939,,1066.0,,
1473,,Zhejiang,China,1205.0,1.0,808.0,,20210119,289939,,1066.0,,
1474,,Hu,China,1016.0,4.0,768.0,,20210119,289939,,1066.0,,
1475,,Anhui,China,989.0,6.0,712.0,,20210119,289939,,1066.0,,
1476,,,South Korea,977.0,10.0,22.0,,20210119,289939,,1066.0,,
1477,,Jiangxi,China,934.0,1.0,683.0,,20210119,289939,,1066.0,,
1478,,Shandong,China,756.0,6.0,355.0,,20210119,289939,,1066.0,,
1479,,Jiangsu,China,631.0,0.0,458.0,,20210119,289939,,1066.0,,
1480,,Chongqing,China,576.0,6.0,372.0,,20210119,289939,,1066.0,,
